pt1,pt2,eta1,eta2,phi1,phi2,E1,E2
+2.7744150e+01,+1.3832990e+01,-1.0693905e+00,+1.8988181e+00,+1.4147742e+00,-2.8031349e+00,+4.5178863e+01,+4.7224051e+01
+4.2100867e+01,+3.5771051e+01,+5.0470042e-01,+1.5709497e+00,+5.8436483e-01,-2.5544186e+00,+4.7577676e+01,+8.9768578e+01
+3.1082150e+01,+3.0244600e+01,+1.9929712e+00,+1.2778413e-01,+3.7572622e-01,-2.7588618e+00,+1.1614770e+02,+3.0492047e+01
+3.9331914e+01,+2.8767717e+01,+1.5391695e+00,+1.3685483e-01,-1.1730484e+00,+2.1445997e+00,+9.5876992e+01,+2.9037537e+01
+5.9244348e+01,+3.8931230e+01,-1.0440706e+00,-1.5789251e+00,-2.9491043e+00,+3.3910221e-01,+9.4576961e+01,+9.8416922e+01
+9.5096195e+01,+2.8685371e+01,+4.6696559e-01,+1.7301698e+00,-2.5836585e+00,+2.5837169e+00,+1.0565422e+02,+8.3458234e+01
+4.6180098e+01,+3.2948086e+01,-4.9769625e-01,-1.6372690e+00,+2.4914785e-01,-2.7132800e+00,+5.2018684e+01,+8.7899305e+01
+4.1385098e+01,+8.1949375e+00,+7.7968025e-01,+1.1444234e+00,-1.7065670e+00,-1.5694082e+00,+5.4614414e+01,+1.4173297e+01
+3.1239232e+01,+2.9185941e+01,-1.8564030e+00,-6.4954057e-02,-2.1877372e+00,+8.8951135e-01,+1.0241635e+02,+2.9247531e+01
+3.9230137e+01,+2.9036521e+01,-1.1116118e+00,+5.2248263e-01,+5.8021379e-01,-2.2430022e+00,+6.6069070e+01,+3.3090820e+01
+4.7389223e+01,+4.7001125e+01,-1.8099364e+00,-1.4228545e+00,-2.9258800e+00,+6.5356499e-01,+1.4865347e+02,+1.0316687e+02
+4.2907129e+01,+3.9913199e+01,+1.0919704e+00,+1.9156967e+00,+1.8697293e-01,-2.6805844e+00,+7.1133477e+01,+1.3847702e+02
+4.0062289e+01,+2.9191688e+01,+1.5775155e+00,+1.8440036e-01,-4.9087906e-01,+2.5671544e+00,+1.0114523e+02,+2.9689594e+01
+2.5281775e+01,+1.9699611e+01,-2.1608024e+00,-7.9166806e-01,+2.8100005e-01,+2.9995704e+00,+1.1115550e+02,+2.6202092e+01
+7.7667992e+01,+3.1093312e+01,+2.0439379e+00,+2.2380722e+00,-1.1447515e+00,+1.3487508e+00,+3.0486519e+02,+1.4741194e+02
+5.5393754e+01,+3.6278367e+01,-1.3782157e+00,-1.2510786e+00,+2.4376960e+00,-6.6202855e-01,+1.1687653e+02,+6.8571742e+01
+4.5141191e+01,+4.4461094e+01,-2.2732892e+00,-1.5766559e+00,-2.2005348e+00,+9.2602485e-01,+2.2151380e+02,+1.1216233e+02
+7.5463594e+01,+2.9310373e+01,-1.6816829e+00,-1.9176565e+00,-2.0793827e+00,+6.6974872e-01,+2.0981347e+02,+1.0188203e+02
+4.6569082e+01,+4.2592801e+01,+3.4763387e-01,+7.6499820e-01,-2.4769416e+00,+5.2109331e-01,+4.9411457e+01,+5.5675719e+01
+4.2432688e+01,+3.9758555e+01,+2.2271116e+00,+1.4989169e+00,-2.3632994e+00,+7.1044773e-01,+1.9902805e+02,+9.3436828e+01
+3.8777523e+01,+3.1638307e+01,+4.4898802e-01,-1.0185484e+00,+2.3444743e+00,-6.5906632e-01,+4.2752344e+01,+4.9518664e+01
+4.7765281e+01,+4.6735137e+01,+2.7387860e-01,+4.8580039e-01,+5.3374940e-01,-2.5097320e+00,+4.9567934e+01,+5.2359246e+01
+4.1405355e+01,+1.1173281e+01,+6.0614598e-01,-7.9813701e-01,-1.3054972e+00,+1.1370076e+00,+4.9247551e+01,+1.4925076e+01
+3.5564766e+01,+3.1180469e+01,-1.3187172e+00,-1.2945713e-01,-2.0962641e+00,+8.4830642e-01,+7.1238094e+01,+3.1442291e+01
+5.2754688e+01,+4.3552844e+01,+8.2724559e-01,+1.1211181e+00,+2.3611317e+00,-9.1133648e-01,+7.1858891e+01,+7.3913562e+01
+6.1824973e+01,+1.8464240e+01,+3.4528278e-02,-1.7753354e+00,-7.1729630e-02,-7.0889044e-01,+6.1861832e+01,+5.6054547e+01
+2.9512781e+01,+2.9249379e+01,-5.3845942e-02,-2.0805712e+00,+2.6625693e+00,-3.6124766e-01,+2.9555766e+01,+1.1895582e+02
+4.7993156e+01,+2.7837959e+01,-1.4506978e+00,-3.8945746e-01,+1.6274521e+00,-1.7024459e+00,+1.0799658e+02,+2.9976156e+01
+6.5017195e+01,+2.6429873e+01,+1.9537497e+00,+1.5235665e+00,+6.5982628e-01,-1.2347876e+00,+2.3395900e+02,+6.3517605e+01
+4.6663750e+01,+4.2502379e+01,+9.6840113e-01,+1.3409717e+00,-7.6081270e-01,+2.0899336e+00,+7.0308813e+01,+8.6797313e+01
+4.8822742e+01,+4.6718809e+01,+2.2066522e+00,+1.7328112e+00,-2.1563556e+00,+9.6067685e-01,+2.2447034e+02,+1.3626292e+02
+3.9521387e+01,+3.4876285e+01,-2.1781893e+00,-8.3965540e-01,+1.1834990e+00,-1.7393385e+00,+1.7673077e+02,+4.7910160e+01
+3.3010324e+01,+2.4494197e+01,+8.6447853e-01,-1.2360809e+00,+6.9857562e-01,-2.4402442e+00,+4.6132695e+01,+4.5713859e+01
+4.7936520e+01,+3.8624164e+01,+1.1164640e+00,+4.7732043e-01,+2.4108720e+00,-5.3411609e-01,+8.1048063e+01,+4.3108434e+01
+3.0543896e+01,+2.4496441e+01,+2.2344434e+00,+1.6189402e-01,-9.6839184e-01,+2.4378793e+00,+1.4429445e+02,+2.4818166e+01
+8.5727250e+01,+2.4784271e+01,-1.9260004e+00,-1.2823476e+00,+2.9373555e+00,+9.5855969e-01,+3.0037712e+02,+4.8112199e+01
+7.5523195e+01,+3.8501574e+01,-2.2117701e+00,-7.5103968e-01,+2.2547710e+00,+1.0868534e+00,+3.4896900e+02,+4.9880398e+01
+2.8277281e+01,+1.8278422e+01,-3.7415516e-01,+4.4792044e-01,+1.6931504e+00,-1.3445075e+00,+3.0279777e+01,+2.0142910e+01
+2.7206316e+01,+9.4160742e+00,+8.7530881e-01,+1.3028984e+00,-1.1810803e+00,-1.0908636e+00,+3.8311246e+01,+1.8604705e+01
+3.1638596e+01,+2.8337549e+01,-5.9797698e-01,+1.3874009e+00,-1.4003048e+00,+1.7699255e+00,+3.7465930e+01,+6.0276211e+01
+5.6422941e+01,+3.3423992e+01,+2.9292920e-01,-2.0462567e-01,-1.6543524e+00,+1.5194738e+00,+5.8861059e+01,+3.4126195e+01
+5.5287996e+01,+5.4427684e+01,-5.7354800e-02,-3.6131102e-01,+4.2793116e-01,-1.5264330e+00,+5.5379059e+01,+5.8019246e+01
+5.0891699e+01,+1.9156426e+01,-2.8859189e-01,-2.2970109e+00,+1.0216793e+00,-2.3309505e+00,+5.3025715e+01,+9.6212883e+01
+7.9745086e+01,+6.1737895e+01,+1.9597789e+00,+2.0722103e+00,-1.6888659e+00,-3.3597612e-01,+2.8862328e+02,+2.4905891e+02
+4.5935637e+01,+3.7610820e+01,+7.9797953e-01,-2.8977853e-01,+2.7291217e+00,-1.0601219e+00,+6.1353625e+01,+3.9201023e+01
+4.5438617e+01,+3.8937531e+01,+1.9147396e+00,+9.6520638e-01,+2.5205801e+00,-5.9094650e-01,+1.5750278e+02,+5.8527664e+01
+4.3925629e+01,+4.1027406e+01,-6.2359613e-01,-1.4590670e-01,+1.0603306e-01,+3.1132231e+00,+5.2746844e+01,+4.1465027e+01
+2.9312818e+01,+2.4461965e+01,-1.0628612e+00,+1.0786912e+00,+2.7148283e+00,-1.7740677e-01,+4.7488336e+01,+4.0128246e+01
+4.3180797e+01,+3.8597043e+01,-2.7926752e-01,+4.1185692e-01,+1.4493930e+00,-1.3374983e+00,+4.4875734e+01,+4.1917246e+01
+4.4021355e+01,+4.2816469e+01,+5.5440271e-01,+1.1625948e+00,+1.2544823e+00,-1.9277650e+00,+5.0961785e+01,+7.5162141e+01
+4.1372754e+01,+4.1210266e+01,-9.5726609e-02,-9.4382936e-01,+2.4523594e+00,-4.4331005e-01,+4.1562461e+01,+6.0969313e+01
+5.3568418e+01,+3.6388254e+01,+1.9763327e+00,+2.2691867e+00,-2.1848803e+00,+7.4637157e-01,+1.9699267e+02,+1.7784628e+02
+3.3252219e+01,+1.7628582e+01,+2.3440676e-02,-4.4754782e-01,+2.5861659e+00,-5.0165832e-01,+3.3261355e+01,+1.9423742e+01
+4.2969016e+01,+3.4535375e+01,-1.5672070e+00,-4.5454860e-01,-1.2678303e+00,+1.8272369e+00,+1.0746274e+02,+3.8165129e+01
+3.0813432e+01,+2.4415191e+01,+1.1842875e+00,-8.5160488e-01,+7.7067524e-01,-1.6046737e+00,+5.5068555e+01,+3.3816680e+01
+4.0668266e+01,+3.6713930e+01,+2.1141293e+00,+8.7085885e-01,+2.4656620e+00,-7.8289807e-01,+1.7086995e+02,+5.1538164e+01
+4.5909281e+01,+4.4461016e+01,-4.2309174e-01,-6.4494157e-01,+6.3501936e-01,-2.4091530e+00,+5.0079977e+01,+5.4032781e+01
+5.1402621e+01,+2.5708664e+01,+4.6492755e-01,-1.2770717e+00,-1.0217040e+00,+2.2698257e+00,+5.7059051e+01,+4.9681793e+01
+3.9917586e+01,+3.1947285e+01,-2.3624158e+00,-2.5466151e+00,-2.7002435e+00,+3.0579433e+00,+2.1377388e+02,+2.0513631e+02
+5.1424203e+01,+8.7877539e+00,-1.1880836e+00,-2.5197191e+00,-7.4600703e-01,+2.3431153e+00,+9.2193125e+01,+5.4948117e+01
+5.3170637e+01,+3.1598928e+01,+9.0891522e-01,+4.5883885e-01,-1.7504059e+00,+1.2542484e+00,+7.6687750e+01,+3.4984008e+01
+3.8348043e+01,+1.6639105e+01,+4.7432879e-01,+2.1929418e-01,+1.7274190e+00,-6.0182971e-01,+4.2743453e+01,+1.7040799e+01
+4.3486660e+01,+3.9272156e+01,-1.0924747e+00,-1.9657975e+00,-1.8461403e+00,+1.3607953e+00,+7.2123258e+01,+1.4296341e+02
+5.0189465e+01,+4.7713859e+01,-1.0711256e+00,-1.7525231e+00,+2.6043010e+00,-5.8145076e-01,+8.1841086e+01,+1.4176923e+02
+3.9756102e+01,+3.8998008e+01,+2.1187439e+00,+9.1531450e-01,+2.4747069e+00,-5.2459860e-01,+1.6778791e+02,+5.6507262e+01
+2.7783150e+01,+8.0960552e+00,+5.5424754e-02,-1.1646289e+00,-2.4961485e-01,+2.1273110e+00,+2.7825834e+01,+1.4235989e+01
+2.5648439e+01,+2.5103539e+01,-1.8980238e+00,-1.4187957e+00,-2.0982251e+00,-1.2665906e+00,+8.7494070e+01,+5.4903379e+01
+5.4801949e+01,+2.2961711e+01,-2.2344749e+00,-7.5727224e-01,+1.5546470e+00,-1.8864653e+00,+2.5890150e+02,+2.9866244e+01
+3.4171691e+01,+2.3238727e+01,+2.6911590e-01,+2.6363032e+00,+1.7506907e+00,-2.9996905e+00,+3.5416750e+01,+1.6305595e+02
+3.2620855e+01,+1.1891739e+01,+1.3518230e+00,+2.4172299e+00,+2.9403477e+00,-1.2926989e+00,+6.7251758e+01,+6.7211711e+01
+8.2806187e+01,+2.5628812e+01,+2.0227258e+00,+1.8339831e+00,+2.2431405e+00,-6.5737361e-01,+3.1843928e+02,+8.2249805e+01
+4.9391352e+01,+4.3051043e+01,-1.7404991e+00,-1.8881136e+00,-2.2262545e+00,+1.1026386e+00,+1.4510247e+02,+1.4547491e+02
+3.7206125e+01,+3.6350563e+01,-2.1969366e-01,-1.5738105e+00,-2.2861352e+00,+5.0601584e-01,+3.8107770e+01,+9.1462664e+01
+4.8966289e+01,+4.5769031e+01,-1.5791910e+00,-1.6154261e+00,-3.4066471e-01,+3.0538940e+00,+1.2381546e+02,+1.1965939e+02
+6.2143684e+01,+3.4196738e+01,-1.7041867e+00,-1.7791045e+00,+5.0623518e-01,-2.9190271e+00,+1.7645184e+02,+1.0418619e+02
+3.6853172e+01,+2.5948984e+01,-1.9993263e-01,+1.5405245e+00,-2.6521282e+00,+5.8140182e-01,+3.7592344e+01,+6.3332555e+01
+5.1438453e+01,+2.4088703e+01,-1.8317527e+00,-7.2161180e-01,-7.0289475e-01,+2.6120260e+00,+1.6473052e+02,+3.0637586e+01
+1.0930066e+02,+8.8051689e+00,-9.6667761e-01,+3.4784961e-01,-7.5725019e-01,-5.5012703e-02,+1.6447233e+02,+9.3432725e+00
+2.1184453e+02,+8.6402977e+01,-2.4254713e+00,-2.5995536e+00,-2.7355907e+00,-2.7571669e+00,+1.2070895e+03,+5.8460406e+02
+3.9515316e+01,+3.6749988e+01,-1.3387767e+00,-2.1693836e-01,-6.9230360e-01,+2.3735716e+00,+8.0542898e+01,+3.7618152e+01
+3.0079229e+01,+1.1297048e+01,-7.5639117e-01,-1.5534081e+00,+8.0095375e-01,+3.0165734e+00,+3.9102098e+01,+2.7898717e+01
+4.8507141e+01,+3.2890270e+01,-1.3216585e+00,-2.3029556e+00,-2.3181698e+00,+1.0801355e+00,+9.7410344e+01,+1.6615623e+02
+1.1154337e+02,+4.5198578e+01,+5.8593607e-01,-2.5692755e-01,+1.2686332e+00,+2.2744169e+00,+1.3124514e+02,+4.6698742e+01
+4.5794133e+01,+4.2106984e+01,-2.3753076e+00,-1.5819652e+00,-1.8703078e+00,+1.1819826e+00,+2.4837148e+02,+1.0674283e+02
+3.6676355e+01,+3.2490771e+01,-2.2680752e+00,-4.1121727e-01,+8.1334400e-01,-2.4219320e+00,+1.7905948e+02,+3.5276949e+01
+4.6158957e+01,+3.6450602e+01,-1.1132471e-01,-8.8659501e-01,+2.0586548e+00,-1.0072012e+00,+4.6445402e+01,+5.1740070e+01
+3.5612375e+01,+2.9720518e+01,-1.6612715e-01,+1.5311162e+00,-1.4938364e+00,+1.7863692e+00,+3.6105078e+01,+7.1918211e+01
+3.8832609e+01,+3.1153395e+01,-5.0543845e-01,+1.0653855e+00,-1.9085995e+00,+1.2267631e+00,+4.3899484e+01,+5.0570672e+01
+4.5153977e+01,+2.8347879e+01,-2.1874144e+00,-7.4837071e-01,-1.4756584e+00,+1.2894856e+00,+2.0374259e+02,+3.6663746e+01
+4.9444395e+01,+3.6717430e+01,-7.9217032e-03,-9.4102317e-01,+2.4939184e+00,-6.6786128e-01,+4.9446059e+01,+5.4210273e+01
+3.8409223e+01,+3.2300857e+01,-2.0865400e+00,-5.8359432e-01,+1.8123422e+00,-1.4830676e+00,+1.5711498e+02,+3.7959453e+01
+7.8472031e+01,+3.4502707e+01,+1.9682646e+00,+2.3773735e+00,+1.5627650e+00,-4.8074117e-01,+2.8634219e+02,+1.8751111e+02
+2.3588908e+02,+2.2051814e+02,-1.8411614e-01,-7.5006855e-01,+2.2642882e+00,-1.1093744e+00,+2.3989858e+02,+2.8551359e+02
+4.5389809e+01,+1.6533475e+01,+1.3075618e+00,-9.3012404e-01,+1.6348104e+00,-2.3759344e+00,+9.0044977e+01,+2.4216219e+01
+3.4715160e+01,+3.0026328e+01,+1.8529541e+00,+2.1406618e-01,-9.0223026e-01,+2.3112755e+00,+1.1343892e+02,+3.0717109e+01
+3.6302859e+01,+1.7655166e+01,+8.4782797e-01,+8.8551855e-01,+1.4520215e+00,+1.0400141e+00,+5.0150855e+01,+2.5041570e+01
+4.7583387e+01,+4.3005434e+01,+2.0401604e+00,+2.0985761e+00,+1.8780615e+00,-1.3544490e+00,+1.8609508e+02,+1.7798188e+02
+3.4828484e+01,+1.4913087e+01,-2.3788841e+00,+2.0423186e-01,-2.7662342e+00,+5.6743997e-01,+1.8956287e+02,+1.5225554e+01
+3.6167664e+01,+3.4885117e+01,-5.6855845e-01,+7.6707029e-01,-3.0725589e+00,+1.9484080e-01,+4.2172602e+01,+4.5661473e+01
+3.7639344e+01,+9.4882119e+00,+8.6336952e-01,+2.5346974e-01,-1.5878353e+00,-2.4327719e+00,+5.2561105e+01,+9.7952109e+00
+5.5074914e+01,+3.4287598e+01,-5.5499631e-01,-2.0591284e-01,-2.6226463e+00,+5.1752931e-01,+6.3776996e+01,+3.5017070e+01
+8.3052219e+01,+3.4658230e+01,-1.7836964e-01,+7.4709135e-01,-8.1807172e-01,+2.8271049e-01,+8.4376906e+01,+4.4788727e+01
+4.2935051e+01,+2.7024412e+01,-2.3175941e+00,-5.5253947e-01,+2.7566093e-01,-2.6849992e+00,+2.2003641e+02,+3.1255893e+01
+6.6876211e+01,+3.6302125e+01,+2.2637298e+00,+8.9026123e-01,-2.6167538e+00,+6.0540211e-01,+3.2511406e+02,+5.1663738e+01
+4.5421695e+01,+4.3312461e+01,+2.2980322e-01,+6.9566458e-02,+1.7289875e+00,-1.3303862e+00,+4.6626332e+01,+4.3417309e+01
+3.9623652e+01,+3.8911461e+01,+1.2931721e+00,+2.4057317e+00,+2.5099590e-01,-2.9034033e+00,+7.7637148e+01,+2.1745161e+02
+4.0515496e+01,+7.4697832e+00,-8.9135820e-01,-1.7149955e+00,-6.8799639e-01,-1.9682825e+00,+5.7704957e+01,+2.1425635e+01
+3.7176832e+01,+2.6680578e+01,+7.0112936e-02,-1.6362906e+00,-8.9989239e-01,+2.1302717e+00,+3.7268398e+01,+7.1114266e+01
+5.0986012e+01,+4.2338473e+01,+5.1255442e-02,-2.6318118e-01,+1.0509484e+00,-1.4720793e+00,+5.1053109e+01,+4.3813355e+01
+4.6538699e+01,+4.2673695e+01,+7.6789588e-02,+7.4536420e-02,+2.9551032e+00,-2.1021384e-01,+4.6676098e+01,+4.2792422e+01
+2.7849264e+01,+1.3556595e+01,-1.1254311e-01,-2.2679427e+00,+2.3346145e+00,-1.1753004e+00,+2.8025818e+01,+6.6176820e+01
+3.4039039e+01,+2.8161566e+01,+5.8536094e-01,-1.3204257e+00,-2.1643357e+00,+9.7087961e-01,+4.0039164e+01,+5.6492625e+01
+4.4521195e+01,+4.3673676e+01,+3.1413022e-01,-7.7449664e-02,+2.7567375e+00,-6.3048661e-01,+4.6736063e+01,+4.3804855e+01
+3.9670992e+01,+7.7440039e+00,-2.1392331e+00,-1.3607113e+00,+1.6743543e+00,-2.0548286e+00,+1.7079689e+02,+1.6089888e+01
+4.8038191e+01,+1.6611500e+01,+2.2880125e+00,+1.5699764e-01,+2.1015544e+00,-7.7226281e-01,+2.3915330e+02,+1.6816643e+01
+4.6317016e+01,+3.5234070e+01,+2.6452296e+00,+1.3698689e+00,-8.7289846e-01,+2.0872896e+00,+3.2787047e+02,+7.3797398e+01
+4.1670023e+01,+2.7356881e+01,-1.7733535e+00,-2.5756625e-02,-1.1818228e+00,+3.0395100e+00,+1.2626723e+02,+2.7366160e+01
+3.3777980e+01,+7.5763267e+00,-2.2856884e+00,-1.2802532e+00,-2.7930462e+00,-2.9511015e+00,+1.6777787e+02,+1.4681093e+01
+5.7226082e+01,+3.5582297e+01,+1.3979934e+00,+1.5061749e+00,-6.3050914e-01,+2.9171770e+00,+1.2286912e+02,+8.4173641e+01
+6.5644148e+01,+1.6244755e+01,-1.5747304e+00,+3.7670982e-01,-1.0564550e+00,+7.4928635e-01,+1.6530850e+02,+1.7411420e+01
+1.1727038e+02,+1.4479440e+01,+3.9102894e-01,+2.0920327e+00,-2.4253802e+00,+2.6755874e+00,+1.2635074e+02,+5.9545266e+01
+5.4790309e+01,+3.3111215e+01,-1.1936338e+00,-1.8671554e+00,+7.0910507e-01,-2.3066485e+00,+9.8681875e+01,+1.0967145e+02
+3.6360695e+01,+2.9391721e+01,+8.8707525e-01,-6.3312441e-01,+1.5799624e+00,-1.5404040e+00,+5.1629941e+01,+3.5481930e+01
+4.8960262e+01,+4.2763191e+01,+1.0274600e+00,+8.0742449e-01,-2.9598985e+00,+4.7433639e-01,+7.7158383e+01,+5.7476633e+01
+4.4926633e+01,+3.0619631e+01,+1.0785300e-01,-1.1183982e+00,+8.7683821e-01,-2.5908918e+00,+4.5188184e+01,+5.1850543e+01
+5.3146223e+01,+1.3735747e+01,-1.6863226e+00,-5.2605879e-01,-2.3905387e+00,+1.6214080e+00,+1.4840520e+02,+1.5680585e+01
+3.9430230e+01,+3.6129852e+01,-1.7301822e-01,+1.0802674e+00,+1.0251899e+00,-2.1455803e+00,+4.0022023e+01,+5.9342867e+01
+4.9253082e+01,+4.2448184e+01,+8.7952524e-01,+2.0407519e-01,-4.6642327e-01,+2.6615305e+00,+6.9563461e+01,+4.3335168e+01
+4.9923984e+01,+4.2346996e+01,-5.9214586e-01,-3.2511681e-01,-2.5266786e+00,+4.5105362e-01,+5.8935332e+01,+4.4604840e+01
+2.5265373e+01,+9.9935830e+00,-2.3282309e+00,+1.0054924e+00,-7.3574591e-01,+2.7049923e+00,+1.3083984e+02,+1.5486004e+01
+6.5714250e+01,+9.8818672e+00,+6.6004299e-02,-1.6821046e+00,+2.8572562e+00,-1.4105431e+00,+6.5857445e+01,+2.7485635e+01
+3.1146947e+01,+1.0696456e+01,-2.3117387e+00,+1.8298628e+00,+2.0754712e+00,-1.3060417e+00,+1.5870998e+02,+3.4193719e+01
+8.3581867e+01,+1.2862748e+01,+6.6946942e-01,+5.4023105e-01,-2.4711392e+00,+3.4584388e-01,+1.0302221e+02,+1.4785838e+01
+3.8651246e+01,+7.2373311e+00,-1.9728197e-02,-4.5169029e-01,-1.9998246e+00,+1.0114650e+00,+3.8658770e+01,+7.9882642e+00
+2.8222973e+01,+9.6709717e+00,-2.0330040e+00,-5.1618654e-01,+1.4070989e+00,+1.1114168e+00,+1.0961712e+02,+1.0988243e+01
+3.9056602e+01,+7.7014478e+00,-1.2258152e+00,-1.8443875e-01,-2.3492537e+00,+7.6197773e-01,+7.2263703e+01,+7.8328120e+00
+7.6753453e+01,+1.0798481e+01,+1.3515723e+00,-1.9007357e+00,+3.0197544e+00,-3.0075245e+00,+1.5820147e+02,+3.6932437e+01
+7.5992891e+01,+5.0371637e+01,+8.3674324e-01,+8.3714134e-01,-9.9070293e-01,-2.6741767e+00,+1.0418456e+02,+6.9077250e+01
+3.8567871e+01,+3.7869531e+01,+9.4563454e-01,-8.8032648e-02,+1.8643490e+00,-1.4563630e+00,+5.7135977e+01,+3.8016367e+01
+3.7295770e+01,+2.1639580e+01,+7.8663486e-01,-1.5318347e+00,-1.1411926e+00,+1.4271257e+00,+4.9442531e+01,+5.2398148e+01
+8.2800844e+01,+5.3338801e+01,-1.8297757e+00,-1.8311139e+00,+2.6924524e-01,-2.7956476e+00,+2.6467034e+02,+1.7071272e+02
+6.1794180e+01,+3.4624156e+01,-1.2333666e+00,-5.5582106e-01,-2.9660227e+00,+8.6085874e-01,+1.1506314e+02,+4.0111617e+01
+4.8974418e+01,+2.4497658e+01,+2.2871826e+00,+5.2374548e-01,-1.8421232e+00,+2.5673709e+00,+2.4361609e+02,+2.7935338e+01
+7.6916727e+01,+3.3554844e+01,-1.8915068e+00,-2.1419806e+00,+1.8865576e+00,-4.6416605e-01,+2.6075519e+02,+1.4485141e+02
+4.0898242e+01,+3.6639137e+01,-1.4400832e-01,-1.3531232e+00,+2.7821443e+00,+2.5582117e-01,+4.1323191e+01,+7.5621852e+01
+4.1049098e+01,+2.8680309e+01,-2.0650473e+00,-4.2856681e-01,+2.3263495e+00,-8.5846609e-01,+1.6445263e+02,+3.1354896e+01
+5.6075043e+01,+3.5222187e+01,+3.4039092e-01,+1.2050863e-01,+2.0333164e+00,-1.2535578e+00,+5.9355125e+01,+3.5478250e+01
+2.5214195e+01,+2.1953656e+01,-2.1168177e+00,+4.7241345e-01,+7.8483790e-01,-2.3719015e+00,+1.0621588e+02,+2.4449533e+01
+4.7438492e+01,+3.9167422e+01,+2.3459501e+00,+1.4498210e+00,-1.5806158e+00,+1.4750232e+00,+2.4997589e+02,+8.8067305e+01
+6.1563227e+01,+3.0811295e+01,-1.9639548e+00,-2.3676760e+00,+1.3566424e+00,-2.2772129e+00,+2.2371342e+02,+1.6586119e+02
+5.1149848e+01,+3.5919793e+01,+1.1487868e+00,+2.9398495e-01,-1.2120391e+00,+1.1005949e+00,+8.8780398e+01,+3.7483227e+01
+4.5856254e+01,+4.3790879e+01,-6.9890910e-01,-1.1961575e+00,-1.9100097e+00,+1.3809744e+00,+5.7519531e+01,+7.9036859e+01
+4.9052062e+01,+7.2205557e+00,-7.4787253e-01,-9.7476238e-01,-2.6675537e+00,-2.1148200e+00,+6.3421215e+01,+1.0931269e+01
+8.9038164e+01,+2.9238338e+01,-1.2195004e+00,-4.7334251e-01,-2.8279366e+00,+1.8518368e+00,+1.6386912e+02,+3.2575424e+01
+5.6776320e+01,+3.7206910e+01,+2.3683453e-01,+5.1526028e-01,-5.3307462e-01,-3.1000326e+00,+5.8376180e+01,+4.2256379e+01
+4.0287465e+01,+2.9936730e+01,+1.8005506e+00,-3.4886578e-01,-1.4111229e+00,+2.1758878e+00,+1.2525750e+02,+3.1777043e+01
+4.0072004e+01,+2.4509137e+01,+4.3790290e-01,+2.3437762e+00,-2.8053391e+00,-2.4227516e-01,+4.3975875e+01,+1.2887489e+02
+7.5668008e+01,+1.8266410e+01,+4.1494256e-01,-9.1378427e-01,+7.8478783e-01,-2.6056161e+00,+8.2276172e+01,+2.6438305e+01
+4.7366539e+01,+3.6296805e+01,+3.9692855e-01,+6.3974518e-01,-9.8909520e-02,+2.6272175e+00,+5.1147141e+01,+4.3981281e+01
+4.8615059e+01,+4.1192578e+01,-1.9817238e+00,-1.1526519e+00,-2.3017125e+00,+9.3087733e-01,+1.7970730e+02,+7.1724133e+01
+4.7051590e+01,+4.3027820e+01,-6.0540241e-01,-1.0951384e+00,+1.2966992e+00,-1.7472774e+00,+5.5940672e+01,+7.1514172e+01
+3.7325305e+01,+1.6370532e+01,-2.4244025e+00,+2.9843064e-02,+1.2426884e+00,-9.9231637e-01,+2.1245583e+02,+1.6378163e+01
+5.4584574e+01,+1.9939086e+01,+8.5182780e-01,+2.6287925e+00,+1.5150443e+00,-8.4490067e-01,+7.5615039e+01,+1.3886773e+02
+5.4788840e+01,+2.5372016e+01,-1.8716838e+00,-4.2107862e-01,+1.0263813e-01,+2.2485242e+00,+1.8225772e+02,+2.7654971e+01
+5.9754328e+01,+2.9562229e+01,+1.2755765e+00,+7.8183967e-01,+3.0985441e+00,-1.7939280e-01,+1.1532690e+02,+3.9067262e+01
+4.8088422e+01,+4.1723777e+01,-8.6184072e-01,-4.5050633e-01,+1.4987913e+00,-1.4430197e+00,+6.7080992e+01,+4.6030039e+01
+6.2765410e+01,+3.0191023e+01,+2.2246356e-01,-4.6689290e-01,+1.3654696e+00,-1.9445100e+00,+6.4324957e+01,+3.3541891e+01
+4.7067559e+01,+1.3986485e+01,+1.5443439e+00,+4.3411347e-01,+1.4409196e+00,-3.0240567e+00,+1.1527666e+02,+1.5325221e+01
+3.4184148e+01,+2.6728857e+01,+2.6215093e+00,+7.6342964e-01,+1.3068493e-01,-2.5456161e+00,+2.3636912e+02,+3.4903871e+01
+4.6604586e+01,+3.9511422e+01,-2.1649218e+00,-9.4193453e-01,+2.8715396e+00,+1.0148851e+00,+2.0572847e+02,+5.8374402e+01
+4.0411535e+01,+3.9524230e+01,-6.9457841e-01,-1.5939113e+00,+2.0952313e+00,-8.9567918e-01,+5.0557961e+01,+1.0130255e+02
+4.3623262e+01,+4.3162340e+01,-1.0377638e+00,-7.0172894e-01,-3.0026152e+00,+1.2709920e-01,+6.9298758e+01,+5.4232824e+01
+3.9338563e+01,+3.1341736e+01,+2.4173870e+00,+6.1004668e-01,-3.8646960e-01,+2.4014940e+00,+2.2237436e+02,+3.7357035e+01
+5.3674645e+01,+3.1000334e+01,+2.2366374e+00,+1.2308234e+00,+9.3442893e-01,-2.8594773e+00,+2.5411230e+02,+5.7600262e+01
